Wing,Flat Number,Flat Type,Flat Area (Sq. Ft.) 
Wing A,191,1 BHK,1000
Wing A,192,1 BHK,1000
Wing A,193,1 BHK,1000
Wing A,194,1 BHK,1000
Wing A,195,1 BHK,1000
Wing A,196,1 BHK,1000
Wing A,197,1 BHK,1000
Wing A,198,1 BHK,1000
Wing A,199,1 BHK,1000
Wing B,201,2 BHK,2000
Wing B,202,2 BHK,2000
Wing B,203,2 BHK,2000
Wing B,204,2 BHK,2000
Wing B,205,2 BHK,2000
Wing B,206,2 BHK,2000
Wing B,207,2 BHK,2000
Wing B,208,2 BHK,2000
Wing B,209,2 BHK,2000
Wing B,210,2 BHK,2000
Wing B,211,2 BHK,2000
Wing B,212,2 BHK,2000
Wing B,213,2 BHK,2000
Wing B,214,2 BHK,2000
Wing B,215,2 BHK,2000
Wing B,216,2 BHK,2000
Wing B,217,2 BHK,2000
Wing B,218,2 BHK,2000
Wing B,219,2 BHK,2000
Wing B,220,2 BHK,2000
Wing B,221,2 BHK,2000
Wing B,222,2 BHK,2000
Wing B,223,2 BHK,2000
Wing B,224,2 BHK,2000
Wing B,225,2 BHK,2000
Wing B,226,2 BHK,2000
Wing B,227,2 BHK,2000
Wing B,228,2 BHK,2000
Wing B,229,2 BHK,2000
Wing B,230,2 BHK,2000
Wing B,231,2 BHK,2000
Wing B,232,2 BHK,2000
Wing B,233,2 BHK,2000
Wing B,234,2 BHK,2000
Wing B,235,2 BHK,2000
Wing B,236,2 BHK,2000
Wing B,237,2 BHK,2000
Wing B,238,2 BHK,2000
Wing B,239,2 BHK,2000
Wing B,240,2 BHK,2000
Wing B,241,2 BHK,2000
Wing B,242,2 BHK,2000
Wing B,243,2 BHK,2000
Wing B,244,2 BHK,2000
Wing B,245,2 BHK,2000
Wing B,246,2 BHK,2000
Wing B,247,2 BHK,2000
Wing B,248,2 BHK,2000
Wing B,249,2 BHK,2000
Wing B,250,2 BHK,2000
Wing B,251,2 BHK,2000
Wing B,252,2 BHK,2000
Wing B,253,2 BHK,2000
Wing B,254,2 BHK,2000
Wing B,255,2 BHK,2000
Wing B,256,2 BHK,2000
Wing B,257,2 BHK,2000
Wing B,258,2 BHK,2000
Wing B,259,2 BHK,2000
Wing B,260,2 BHK,2000
Wing B,261,2 BHK,2000
Wing B,262,2 BHK,2000
Wing B,263,2 BHK,2000
Wing B,264,2 BHK,2000
Wing B,265,2 BHK,2000
Wing B,266,2 BHK,2000
Wing B,267,2 BHK,2000
Wing B,268,2 BHK,2000
Wing B,269,2 BHK,2000
Wing B,270,2 BHK,2000
Wing B,271,2 BHK,2000
Wing B,272,2 BHK,2000
Wing B,273,2 BHK,2000
Wing B,274,2 BHK,2000
Wing B,275,2 BHK,2000
Wing B,276,2 BHK,2000
Wing B,277,2 BHK,2000
Wing B,278,2 BHK,2000
Wing B,279,2 BHK,2000
Wing B,280,2 BHK,2000
Wing B,281,2 BHK,2000
Wing B,282,2 BHK,2000
Wing B,283,2 BHK,2000
Wing B,284,2 BHK,2000
Wing B,285,2 BHK,2000
Wing B,286,2 BHK,2000
Wing B,287,2 BHK,2000
Wing B,288,2 BHK,2000
Wing B,289,2 BHK,2000
Wing B,290,2 BHK,2000
Wing B,291,2 BHK,2000
Wing B,292,2 BHK,2000
Wing B,293,2 BHK,2000
Wing B,294,2 BHK,2000
Wing B,295,2 BHK,2000
Wing B,296,2 BHK,2000
Wing B,297,2 BHK,2000
Wing B,298,2 BHK,2000
Wing B,299,2 BHK,2000
Wing B,300,2 BHK,2000
