Wing,Flat Number,Flat Type,Flat Area (Sq. Ft.) 
Wing B,289,1 BHK,1000
Wing B,290,1 BHK,1000
Wing B,291,1 BHK,1000
Wing B,292,1 BHK,1000
Wing B,293,1 BHK,1000
Wing B,294,1 BHK,1000
Wing B,295,1 BHK,1000
Wing B,296,1 BHK,1000
Wing B,297,1 BHK,1000
Wing B,298,1 BHK,1000
Wing B,299,1 BHK,1000
Wing B,300,1 BHK,1000
Wing C,301,2 BHK,2000
Wing C,302,2 BHK,2000
Wing C,303,2 BHK,2000
Wing C,304,2 BHK,2000
Wing C,305,2 BHK,2000
Wing C,306,2 BHK,2000
Wing C,307,2 BHK,2000
Wing C,308,2 BHK,2000
Wing C,309,2 BHK,2000
Wing C,310,2 BHK,2000
Wing C,311,2 BHK,2000
Wing C,312,2 BHK,2000
Wing C,313,2 BHK,2000
Wing C,314,2 BHK,2000
Wing C,315,2 BHK,2000
Wing C,316,2 BHK,2000
Wing C,317,2 BHK,2000
Wing C,318,2 BHK,2000
Wing C,319,2 BHK,2000
Wing C,320,2 BHK,2000
Wing C,321,2 BHK,2000
Wing C,322,2 BHK,2000
Wing C,323,2 BHK,2000
Wing C,324,2 BHK,2000
Wing C,325,2 BHK,2000
Wing C,326,2 BHK,2000
Wing C,327,2 BHK,2000
Wing C,328,2 BHK,2000
Wing C,329,2 BHK,2000
Wing C,330,2 BHK,2000
Wing C,331,2 BHK,2000
Wing C,332,2 BHK,2000
Wing C,333,2 BHK,2000
Wing C,334,2 BHK,2000
Wing C,335,2 BHK,2000
Wing C,336,2 BHK,2000
Wing C,337,2 BHK,2000
Wing C,338,2 BHK,2000
Wing C,339,2 BHK,2000
Wing C,340,2 BHK,2000
Wing C,341,2 BHK,2000
Wing C,342,2 BHK,2000
Wing C,343,2 BHK,2000
Wing C,344,2 BHK,2000
Wing C,345,2 BHK,2000
Wing C,346,2 BHK,2000
Wing C,347,2 BHK,2000
Wing C,348,2 BHK,2000
Wing C,349,2 BHK,2000
Wing C,350,2 BHK,2000
Wing C,351,2 BHK,2000
Wing C,352,2 BHK,2000
Wing C,353,2 BHK,2000
Wing C,354,2 BHK,2000
Wing C,355,2 BHK,2000
Wing C,356,2 BHK,2000
Wing C,357,2 BHK,2000
Wing C,358,2 BHK,2000
Wing C,359,2 BHK,2000
Wing C,360,2 BHK,2000
Wing C,361,2 BHK,2000
Wing C,362,2 BHK,2000
Wing C,363,2 BHK,2000
Wing C,364,2 BHK,2000
Wing C,365,2 BHK,2000
Wing C,366,2 BHK,2000
Wing C,367,2 BHK,2000
Wing C,368,2 BHK,2000
Wing C,369,2 BHK,2000
Wing C,370,2 BHK,2000
Wing C,371,2 BHK,2000
Wing C,372,2 BHK,2000
Wing C,373,2 BHK,2000
Wing C,374,2 BHK,2000
Wing C,375,2 BHK,2000
Wing C,376,2 BHK,2000
Wing C,377,2 BHK,2000
Wing C,378,2 BHK,2000
Wing C,379,2 BHK,2000
Wing C,380,2 BHK,2000
Wing C,381,2 BHK,2000
Wing C,382,2 BHK,2000
Wing C,383,2 BHK,2000
Wing C,384,2 BHK,2000
Wing C,385,2 BHK,2000
Wing C,386,2 BHK,2000
Wing C,387,2 BHK,2000
Wing C,388,2 BHK,2000
Wing C,389,2 BHK,2000
Wing C,390,2 BHK,2000
Wing C,391,2 BHK,2000
Wing C,392,2 BHK,2000
Wing C,393,2 BHK,2000
Wing C,394,2 BHK,2000
Wing C,395,2 BHK,2000
Wing C,396,2 BHK,2000
Wing C,397,2 BHK,2000
Wing C,398,2 BHK,2000
Wing C,399,2 BHK,2000
Wing C,400,2 BHK,2000
Wing D,401,2 BHK,2000
Wing D,402,2 BHK,2000
Wing D,403,2 BHK,2000
Wing D,404,2 BHK,2000
Wing D,405,2 BHK,2000
Wing D,406,2 BHK,2000
Wing D,407,2 BHK,2000
Wing D,408,2 BHK,2000
Wing D,409,2 BHK,2000
Wing D,410,2 BHK,2000
Wing D,411,2 BHK,2000
Wing D,412,2 BHK,2000
Wing D,413,2 BHK,2000
Wing D,414,2 BHK,2000
Wing D,415,2 BHK,2000
Wing D,416,2 BHK,2000
Wing D,417,2 BHK,2000
Wing D,418,2 BHK,2000
Wing D,419,2 BHK,2000
Wing D,420,2 BHK,2000
Wing D,421,2 BHK,2000
Wing D,422,2 BHK,2000
Wing D,423,2 BHK,2000
Wing D,424,2 BHK,2000
Wing D,425,2 BHK,2000
Wing D,426,2 BHK,2000
Wing D,427,2 BHK,2000
Wing D,428,2 BHK,2000
Wing D,429,2 BHK,2000
Wing D,430,2 BHK,2000
Wing D,431,2 BHK,2000
Wing D,432,2 BHK,2000
Wing D,433,2 BHK,2000
Wing D,434,2 BHK,2000
Wing D,435,2 BHK,2000
Wing D,436,2 BHK,2000
Wing D,437,2 BHK,2000
Wing D,438,2 BHK,2000
Wing D,439,2 BHK,2000
Wing D,440,2 BHK,2000
Wing D,441,2 BHK,2000
Wing D,442,2 BHK,2000
Wing D,443,2 BHK,2000
Wing D,444,2 BHK,2000
Wing D,445,2 BHK,2000
Wing D,446,2 BHK,2000
Wing D,447,2 BHK,2000
Wing D,448,2 BHK,2000
Wing D,449,2 BHK,2000
Wing D,450,2 BHK,2000
Wing D,451,2 BHK,2000
Wing D,452,2 BHK,2000
Wing D,453,2 BHK,2000
Wing D,454,2 BHK,2000
Wing D,455,2 BHK,2000
Wing D,456,2 BHK,2000
Wing D,457,2 BHK,2000
Wing D,458,2 BHK,2000
Wing D,459,2 BHK,2000
Wing D,460,2 BHK,2000
Wing D,461,2 BHK,2000
Wing D,462,2 BHK,2000
Wing D,463,2 BHK,2000
Wing D,464,2 BHK,2000
Wing D,465,2 BHK,2000
Wing D,466,2 BHK,2000
Wing D,467,2 BHK,2000
Wing D,468,2 BHK,2000
Wing D,469,2 BHK,2000
Wing D,470,2 BHK,2000
Wing D,471,2 BHK,2000
Wing D,472,2 BHK,2000
Wing D,473,2 BHK,2000
Wing D,474,2 BHK,2000
Wing D,475,2 BHK,2000
Wing D,476,2 BHK,2000
Wing D,477,2 BHK,2000
Wing D,478,2 BHK,2000
Wing D,479,2 BHK,2000
Wing D,480,2 BHK,2000
Wing D,481,2 BHK,2000
Wing D,482,2 BHK,2000
Wing D,483,2 BHK,2000
Wing D,484,2 BHK,2000
Wing D,485,2 BHK,2000
Wing D,486,2 BHK,2000
Wing D,487,2 BHK,2000
Wing D,488,2 BHK,2000
Wing D,489,2 BHK,2000
Wing D,490,2 BHK,2000
Wing D,491,2 BHK,2000
Wing D,492,2 BHK,2000
Wing D,493,2 BHK,2000
Wing D,494,2 BHK,2000
Wing D,495,2 BHK,2000
Wing D,496,2 BHK,2000
Wing D,497,2 BHK,2000
Wing D,498,2 BHK,2000
Wing D,499,2 BHK,2000
Wing D,500,2 BHK,2000
